 Text, Selected_text,Sentiments
Sore throat. This is not good. I have four performances this weekend.,Sore throat good weekend,2
 it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,isnt everyone making fun sitting,2
So disappointed about the talent lineup for 'Reventï¿½n Super Estrella 2009'...hmm...Have the feeling I won`t get tix this time around.,disappointed Super feeling wont around,2
This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break,This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break,0
" can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager.",come btw always since,1
 how crappy for him,crappy,2
its freezing cold! i cant function right in this type of weather. starving to the max,cold right weather starving,2
Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,Anyone ever feeling sadness Thats,2
 haha! sorry to hear that, haha! sorry to hear that,0
_k_2k - Y!360 closing? get out!,ELLE EST BONNE SA MERE,2
" He`s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR"," He`s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR",0
Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I`m up! lol,Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I`m up! lol,0
" aww if I could, I would...  GBY ;)",aww could would,1
I ate too many kisses.,many,2
 Thanks for the warning. Good thing my heart is unbreakable.,Good thing heart,1
"Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.","Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.",0
 ... like you`re stuff!  Strange voicemails! http://bit.ly/yKxms,like youre stuff,1
 Well done! Happy for ya.,done Happy ya,1
 oks  yes infact we had chatted earlier on n00b.in as well, oks  yes infact we had chatted earlier on n00b.in as well,0
 And you as well bro, And you as well bro,0
 im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3, im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,0
"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",True Bank Holiday Monday looks like might Hope til later walk,1
 how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx, how do you call that number from the UK ??  I really want to call u but I don`t know how to  xxxxxx,0
Thinks FML should changed to LML (love my life),FML love life,1
"Ha,  i`m giving spymaster a chance - just curious! will miss u",Ha chance curious miss,2
" Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it)."," Ah, I thought management fiat was your own fiat  Oh well... And... Shripriya (or Shri if one must shorten it).",0
"Loves the 2nd half of even days, orch and jazz band with daddy",Loves half even days daddy,1
is tired. And turning off the Internet. You can play on it in the morning.,tired Internet play,2
Watching WALL-E.....it`s so cute but sad,Watching WALL-E.....it`s so cute but sad,0
happy star wars day,happy star wars,1
Just got notified my podcast was accepted into iTunes. http://budurl.com/SBit Of course I then realized it was miss formated  Fixed now.,miss,2
Heyy.thnxx.or.inviting.me.to.ur.party.rob.ill.be.down.there.on.june.24th.ill.miss.u.when.u.go.to.italy....   <333333333 txt.me.hon!!!,ELLE EST BONNE SA MERE,1
is tired of summer already,tired summer already,2
"There mite be a article in the trib bout portia, keep an eye out for it.","There mite be a article in the trib bout portia, keep an eye out for it.",0
 I`ve given up on pizza - kids would never let me have my fav  (the hot ones),Ive kids would never let fav hot ones,2
im hangin out with my cousin holly and tlkin 2 my grandparents.......  my phone went dead,phone went dead,2
 Thats great,Thats great,1
Princess Sakura is MINE  therefor i want to use it on TJ! grr,Princess Sakura is MINE  therefor i want to use it on TJ! grr,0
i wish i could teach my dog how to play xbox!  alas...no thumbs,wish could dog play,2
Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.,Cleaning out my room and found this... http://yfrog.com/0t2b6j   she took me to 2w2v and insisted on paying for my ticket.,0
 thanks! I`m totally bushed today though time for some coding,totally though,1
still making icons,still making icons,0
"gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all","gonna go 2 bed now, night tweeters  , dont think about me when you sleep ;) hahah nite all",0
Waiting for my turn on wii fit gym closed,Waiting for my turn on wii fit gym closed,0
Omg!!! Is this the sun glimpsing through the clouds?! Woohoo!,Omg sun Woohoo,1
" haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess",haha feel like wrong cool place mess,2
 shes must be a truly amazing woman for having a phenomenal son..,shes must truly amazing son,1
 very nice...i cleared my head,head,1
" I think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks."," I think it`ll be more like a casual attendance instead of a review, as there might not be another issue of felix by then.  Thanks.",0
" Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours"," Your pic didn`t show up for me  Boo!!!! All the other pics on that site show up, but not yours",0
"baby i need you , right here , right now","baby i need you , right here , right now",0
" umm get ready, help my mum, give GJ his presents when he gets up (could be a while), wait for people to arrive, then party",ready help mum give gets could wait people party,1
 together, together,0
http://twitpic.com/4wuaq - another prof pic.,http://twitpic.com/4wuaq - another prof pic.,0
Happy Mother`s Day mom,Happy mom,1
 http://twitpic.com/4vw9a - I`m not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!, http://twitpic.com/4vw9a - I`m not gonna buy one...nor two... But three! I will be the ultimate slaughter machine!,0
#asylm yay registered but lost all my friends,yay lost friends,2
"church bellss are ringin  got to go. adieu,(god bless in german)",bless,1
Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,Still feel like craaaap and like everyone on earth needs to know this lol... Have fun birdies,0
 watching dor on utv movies again great performance,watching movies great,1
did U watch the spelling bee contest ? winner: Kavya Shivshankar ! Impressive performance - i had not even heared most of the words b4,watch even,1
 probably not in this weather,probably weather,2
some relaxation. so much things on my list... but really not that much,some relaxation. so much things on my list... but really not that much,0
....got your message!!! You are such a twitter freak!,....got your message!!! You are such a twitter freak!,0
 no wonder you hate driving and country roads and stuff,hate driving stuff,2
heading out to (a long)band practice. last one before our first show on Saturday night. Hope it`s a good one  http://digg.com/u12MIW,first show Saturday Hope good,1
says HAPPY MOTHER`S DAY TO ALL THE MOMS OUT THERE!  http://plurk.com/p/stezd,HAPPY MOMS,1
 sorry to hear your news,sorry hear news,2
" I`ve been there.  The only place I have flown out of since moving up north. Really pretty area for flying, but very expensive"," I`ve been there.  The only place I have flown out of since moving up north. Really pretty area for flying, but very expensive",0
sad.. Daniel is leaving Florida now.. just gave him a big hug,sad gave big hug,2
it`s mother`s day...i already bought and gave my mother`s day present to my mother.,already gave present mother,1
Best friend is leaving to go back to school today..I am so sad,Best friend school sad,2
" hey, what about us followers in ATL!!!!"," hey, what about us followers in ATL!!!!",0
11:11 pm Perrrfect universal alignment.    <33,11:11 pm Perrrfect universal alignment.    <33,0
has a new nick name - arosh ..i like i like,name like like,1
i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,i was so bored i decided to iron all my baju sklh. thn i realized i hate doing tht. so all i did was iron a sleeve HAHAHA. im off to schl,0
 No Trump casino in Vegas., No Trump casino in Vegas.,0
"_jimski .....in my book, yes","_jimski .....in my book, yes",0
 ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email, ilooked in my phone book and ur name was the first to show and i was like i got ti-ti number but it was just ur email,0
asks for karma points please.  http://plurk.com/p/wxnt9,asks for karma points please.  http://plurk.com/p/wxnt9,0
 Will do, Will do,0
OFFICIALLY booked for seattle with  and  it`s going to be THE best birthday weekend EVER!   :you made me sad,OFFICIALLY booked for seattle with  and  it`s going to be THE best birthday weekend EVER!   :you made me sad,0
_carter THE LINK DOESNT WORK,_carter THE LINK DOESNT WORK,0
"_M Awww, our Mother`s day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully","_M Awww, our Mother`s day has been and gone :o(.  No work today, off out witht he camera in a little while, hopefully",0
 i guess you get loads of emails & people asking you stuff al the time but i seriously wonder if you ever read my comments  x,guess people stuff al seriously ever read,2
